species,family,freshwater,marine,depth_min,depth_max,depth_cat
Bothus_podas,Bothidae,0,1,15,400,intermediate
Bothus_robinsi,Bothidae,0,1,1,90,shallow
Chascanopsetta_lugubris,Bothidae,0,1,60,3210,deep
Chascanopsetta_prognatha,Bothidae,0,1,494,550,intermediate
Chascanopsetta_prorigera,Bothidae,0,1,267,400,intermediate
Crossorhombus_kobensis,Bothidae,0,1,50,275,intermediate
Japonolaeops_dentatus,Bothidae,0,1,300,500,intermediate
Laeops_kitaharae,Bothidae,0,1,70,300,intermediate
Laeops_nigromaculatus,Bothidae,0,1,100,290,intermediate
Laeops_pectoralis,Bothidae,0,1,180,310,intermediate
Lophonectes_gallus,Bothidae,0,1,26,240,intermediate
Trichopsetta_ventralis,Bothidae,0,1,30,110,shallow
Brama_brama,Bramidae,0,1,0,1000,deep
Brama_japonica,Bramidae,0,1,271,620,intermediate
Pterycombus_brama,Bramidae,0,1,25,400,intermediate
Pterycombus_petersii,Bramidae,0,1,0,340,intermediate
Taractes_asper,Bramidae,0,1,1,140,shallow
Taractes_rubescens,Bramidae,0,1,0,600,intermediate
Taractichthys_longipinnis,Bramidae,0,1,0,500,intermediate
Taractichthys_steindachneri,Bramidae,0,1,50,700,intermediate
Bregmaceros_cantori,Bregmacerotidae,0,1,450,475,intermediate
Brosmophyciops_pautzkei,Bythitidae,0,1,6,54,shallow
Brosmophycis_marginata,Bythitidae,0,1,3,256,intermediate
Cataetyx_laticeps,Bythitidae,0,1,500,2400,deep
Cataetyx_lepidogenys,Bythitidae,0,1,100,400,intermediate
Cataetyx_rubrirostris,Bythitidae,0,1,300,1000,deep
Diancistrus_fuscus,Bythitidae,0,1,0,20,shallow
Dinematichthys_iluocoeteoides,Bythitidae,0,1,1,30,shallow
Diplacanthopoma_brachysoma,Bythitidae,0,1,460,1670,deep
Bathycallionymus_kaianus,Callionymidae,0,1,180,290,intermediate
Callionymus_bairdi,Callionymidae,0,1,1,91,shallow
Callionymus_decoratus,Callionymidae,0,1,1,134,shallow
Callionymus_filamentosus,Callionymidae,0,1,2,350,intermediate
Callionymus_lyra,Callionymidae,0,1,5,430,intermediate
Callionymus_maculatus,Callionymidae,0,1,45,650,intermediate
Callionymus_reticulatus,Callionymidae,0,1,0,110,shallow
Callionymus_schaapii,Callionymidae,0,1,0,8,shallow
Callionymus_simplicicornis,Callionymidae,0,1,2,40,shallow
Callionymus_valenciennei,Callionymidae,0,1,20,50,shallow
Dactylopus_dactylopus,Callionymidae,0,1,1,55,shallow
Diplogrammus_goramensis,Callionymidae,0,1,5,40,shallow
Foetorepus_agassizii,Callionymidae,0,1,48,700,intermediate
Synchiropus_atrilabiatus,Callionymidae,0,1,12,232,intermediate
Synchiropus_monacanthus,Callionymidae,0,1,175,428,intermediate
Synchiropus_phaeton,Callionymidae,0,1,80,848,intermediate
Synchiropus_postulus,Callionymidae,0,1,0,12,shallow
Synchiropus_splendidus,Callionymidae,0,1,1,18,shallow
Synchiropus_stellatus,Callionymidae,0,1,5,40,shallow
Antigonia_capros,Caproidae,0,1,50,900,intermediate
Antigonia_combatia,Caproidae,0,1,115,585,intermediate
Antigonia_rubescens,Caproidae,0,1,50,750,intermediate
Capros_aper,Caproidae,0,1,40,700,intermediate
Alectis_ciliaris,Carangidae,0,1,60,100,shallow
Alectis_indica,Carangidae,0,1,20,100,shallow
Alepes_vari,Carangidae,0,1,0,10,shallow
Atule_mate,Carangidae,0,1,1,80,shallow
Carangoides_armatus,Carangidae,0,1,1,59,shallow
Carangoides_bajad,Carangidae,0,1,2,70,shallow
Carangoides_bartholomaei,Carangidae,0,1,0,50,shallow
Carangoides_chrysophrys,Carangidae,0,1,30,60,shallow
Carangoides_dinema,Carangidae,0,1,1,22,shallow
Carangoides_equula,Carangidae,0,1,64,226,intermediate
Carangoides_ferdau,Carangidae,0,1,1,60,shallow
Carangoides_malabaricus,Carangidae,0,1,20,140,shallow
Carangoides_orthogrammus,Carangidae,0,1,3,168,shallow
Carangoides_otrynter,Carangidae,0,1,60,100,shallow
Caranx_bucculentus,Carangidae,0,1,7,63,shallow
Caranx_caballus,Carangidae,0,1,3,100,shallow
Caranx_caninus,Carangidae,0,1,1,350,intermediate
Caranx_crysos,Carangidae,0,1,0,100,shallow
Caranx_hippos,Carangidae,0,1,1,350,intermediate
Caranx_ignobilis,Carangidae,0,1,10,188,shallow
Caranx_latus,Carangidae,1,1,0,140,shallow
Caranx_lugubris,Carangidae,0,1,12,354,intermediate
Caranx_melampygus,Carangidae,0,1,0,190,shallow
Caranx_papuensis,Carangidae,0,1,1,50,shallow
Caranx_rhonchus,Carangidae,0,1,30,200,intermediate
Caranx_ruber,Carangidae,0,1,0,35,shallow
Caranx_sexfasciatus,Carangidae,1,1,0,146,shallow
Caranx_tille,Carangidae,0,1,30,120,shallow
Chloroscombrus_chrysurus,Carangidae,0,1,0,110,shallow
Decapterus_kurroides,Carangidae,0,1,100,300,intermediate
Decapterus_macarellus,Carangidae,0,1,0,400,intermediate
Decapterus_macrosoma,Carangidae,0,1,20,214,intermediate
Decapterus_muroadsi,Carangidae,0,1,1,320,intermediate
Decapterus_punctatus,Carangidae,0,1,0,100,shallow
Decapterus_russelli,Carangidae,0,1,40,275,intermediate
Decapterus_tabl,Carangidae,0,1,7,550,intermediate
Elagatis_bipinnulata,Carangidae,0,1,0,150,shallow
Lichia_amia,Carangidae,0,1,0,50,shallow
Megalaspis_cordyla,Carangidae,0,1,20,100,shallow
Naucrates_ductor,Carangidae,0,1,0,300,intermediate
Oligoplites_saurus,Carangidae,0,1,0,50,shallow
Parastromateus_niger,Carangidae,0,1,15,105,shallow
Pseudocaranx_dentex,Carangidae,0,1,10,238,intermediate
Scomberoides_lysan,Carangidae,0,1,0,100,shallow
Scomberoides_tala,Carangidae,0,1,10,13,shallow
Scomberoides_tol,Carangidae,0,1,20,50,shallow
Selar_boops,Carangidae,0,1,35,500,intermediate
Selar_crumenophthalmus,Carangidae,0,1,0,170,shallow
Selaroides_leptolepis,Carangidae,0,1,1,50,shallow
Selene_brevoortii,Carangidae,0,1,1,50,shallow
Selene_dorsalis,Carangidae,0,1,20,100,shallow
Selene_peruviana,Carangidae,0,1,0,50,shallow
Selene_setapinnis,Carangidae,0,1,0,55,shallow
Selene_vomer,Carangidae,0,1,1,53,shallow
Seriola_carpenteri,Carangidae,0,1,0,200,intermediate
Seriola_dumerili,Carangidae,0,1,1,360,intermediate
Seriola_fasciata,Carangidae,0,1,55,130,shallow
Seriola_lalandi,Carangidae,0,1,3,825,intermediate
Seriola_rivoliana,Carangidae,0,1,5,245,intermediate
Seriola_zonata,Carangidae,0,1,3,360,intermediate
Seriolina_nigrofasciata,Carangidae,0,1,20,150,shallow
Trachinotus_africanus,Carangidae,0,1,20,50,shallow
Trachinotus_anak,Carangidae,0,1,0,5,shallow
Trachinotus_baillonii,Carangidae,0,1,0,3,shallow
Trachinotus_blochii,Carangidae,0,1,1,7,shallow
Trachinotus_carolinus,Carangidae,0,1,1,70,shallow
Trachinotus_coppingeri,Carangidae,0,1,0,5,shallow
Trachinotus_falcatus,Carangidae,0,1,0,36,shallow
Trachinotus_goodei,Carangidae,0,1,0,12,shallow
Trachinotus_goreensis,Carangidae,0,1,0,100,shallow
Trachinotus_ovatus,Carangidae,0,1,50,200,intermediate
Trachurus_capensis,Carangidae,0,1,0,500,intermediate
Trachurus_declivis,Carangidae,0,1,27,460,intermediate
Trachurus_delagoa,Carangidae,0,1,0,400,intermediate
Trachurus_japonicus,Carangidae,0,1,0,275,intermediate
Trachurus_lathami,Carangidae,0,1,30,200,intermediate
Trachurus_longimanus,Carangidae,0,1,75,125,shallow
Trachurus_mediterraneus,Carangidae,0,1,0,500,intermediate
Trachurus_murphyi,Carangidae,0,1,10,306,intermediate
Trachurus_novaezelandiae,Carangidae,0,1,22,500,intermediate
Trachurus_picturatus,Carangidae,0,1,305,370,intermediate
Trachurus_symmetricus,Carangidae,0,1,0,400,intermediate
Trachurus_trachurus,Carangidae,0,1,0,1050,deep
Trachurus_trecae,Carangidae,0,1,20,100,shallow
Uraspis_helvola,Carangidae,0,1,50,300,intermediate
Uraspis_secunda,Carangidae,0,1,1,50,shallow
Uraspis_uraspis,Carangidae,0,1,20,130,shallow
Echiodon_cryomargarites,Carapidae,0,1,400,1441,deep
Aeoliscus_strigatus,Centriscidae,0,1,2,42,shallow
Macroramphosus_gracilis,Centriscidae,0,1,50,500,intermediate
Macroramphosus_scolopax,Centriscidae,0,1,25,600,intermediate
Notopogon_fernandezianus,Centriscidae,0,1,150,580,intermediate
Centrogenys_vaigiensis,Centrogenyidae,0,1,2,10,shallow
Centrolophus_niger,Centrolophidae,0,1,40,1050,deep
Hyperoglyphe_antarctica,Centrolophidae,0,1,40,1500,deep
Hyperoglyphe_japonica,Centrolophidae,0,1,150,1537,deep
Icichthys_australis,Centrolophidae,0,1,0,2141,deep
Icichthys_lockingtoni,Centrolophidae,0,1,0,900,intermediate
Psenopsis_anomala,Centrolophidae,0,1,0,370,intermediate
Psenopsis_cyanea,Centrolophidae,0,1,179,300,intermediate
Schedophilus_maculatus,Centrolophidae,0,1,300,1110,deep
Schedophilus_medusophagus,Centrolophidae,0,1,200,358,intermediate
Schedophilus_ovalis,Centrolophidae,0,1,70,700,intermediate
Schedophilus_velaini,Centrolophidae,0,1,40,500,intermediate
Seriolella_brama,Centrolophidae,0,1,22,400,intermediate
Seriolella_caerulea,Centrolophidae,0,1,1,800,intermediate
Seriolella_punctata,Centrolophidae,0,1,27,650,intermediate
Lates_calcarifer,Centropomidae,1,1,10,40,shallow
Psammoperca_waigiensis,Centropomidae,0,1,3,12,shallow
Cepola_macrophthalma,Cepolidae,0,1,15,400,intermediate
Cepola_pauciradiata,Cepolidae,0,1,40,180,shallow
Cepola_schlegelii,Cepolidae,0,1,15,149,shallow
Ceratias_holboelli,Ceratiidae,0,1,400,4400,deep
Ceratias_tentaculatus,Ceratiidae,0,1,100,2900,deep
Cryptopsaras_couesii,Ceratiidae,0,1,0,3085,deep
Cetostoma_regani,Cetomimidae,0,1,0,2250,deep
Ditropichthys_storeri,Cetomimidae,0,1,650,3400,deep
Gyrinomimus_grahami,Cetomimidae,0,1,445,2379,deep
Gyrinomimus_myersi,Cetomimidae,0,1,1280,2791,deep
Parataeniophorus_brevis,Cetomimidae,0,1,0,1400,deep
Acanthemblemaria_castroi,Chaenopsidae,0,1,1,23,shallow
Acanthemblemaria_chaplini,Chaenopsidae,0,1,2,12,shallow
Acanthemblemaria_crockeri,Chaenopsidae,0,1,1,60,shallow
Acanthemblemaria_exilispinus,Chaenopsidae,0,1,1,5,shallow
Acanthemblemaria_hancocki,Chaenopsidae,0,1,1,5,shallow
Acanthemblemaria_macrospilus,Chaenopsidae,0,1,2,15,shallow
Acanthemblemaria_spinosa,Chaenopsidae,0,1,1,12,shallow
Chaenopsis_limbaughi,Chaenopsidae,0,1,5,20,shallow
Chaenopsis_schmitti,Chaenopsidae,0,1,3,30,shallow
Coralliozetus_angelicus,Chaenopsidae,0,1,1,4,shallow
Coralliozetus_micropes,Chaenopsidae,0,1,1,3,shallow
Coralliozetus_rosenblatti,Chaenopsidae,0,1,1,4,shallow
Coralliozetus_springeri,Chaenopsidae,0,1,5,15,shallow
Ekemblemaria_myersi,Chaenopsidae,0,1,1,4,shallow
Emblemaria_hypacanthus,Chaenopsidae,0,1,1,10,shallow
Emblemaria_nivipes,Chaenopsidae,0,1,5,30,shallow
Emblemaria_pandionis,Chaenopsidae,0,1,1,12,shallow
Emblemaria_piratica,Chaenopsidae,0,1,5,30,shallow
Emblemariopsis_pricei,Chaenopsidae,0,1,1,30,shallow
Emblemariopsis_signifer,Chaenopsidae,0,1,2,8,shallow
Lucayablennius_zingaro,Chaenopsidae,0,1,13,106,shallow
Mccoskerichthys_sandae,Chaenopsidae,0,1,1,30,shallow
Neoclinus_blanchardi,Chaenopsidae,0,1,3,73,shallow
Protemblemaria_bicirrus,Chaenopsidae,0,1,1,15,shallow
Amphichaetodon_howensis,Chaetodontidae,0,1,10,150,shallow
Amphichaetodon_melbae,Chaetodontidae,0,1,10,13,shallow
Chaetodon_adiergastos,Chaetodontidae,0,1,1,30,shallow
Chaetodon_argentatus,Chaetodontidae,0,1,5,20,shallow
Chaetodon_aureofasciatus,Chaetodontidae,0,1,5,15,shallow
Chaetodon_auriga,Chaetodontidae,0,1,1,60,shallow
Chaetodon_auripes,Chaetodontidae,0,1,1,30,shallow
Chaetodon_austriacus,Chaetodontidae,0,1,1,15,shallow
Chaetodon_baronessa,Chaetodontidae,0,1,5,20,shallow
Chaetodon_bennetti,Chaetodontidae,0,1,1,30,shallow
Chaetodon_burgessi,Chaetodontidae,0,1,20,80,shallow
Chaetodon_capistratus,Chaetodontidae,0,1,2,20,shallow
Chaetodon_citrinellus,Chaetodontidae,0,1,1,36,shallow
Chaetodon_collare,Chaetodontidae,0,1,1,20,shallow
Chaetodon_decussatus,Chaetodontidae,0,1,1,30,shallow
Chaetodon_dolosus,Chaetodontidae,0,1,40,200,intermediate
Chaetodon_ephippium,Chaetodontidae,0,1,0,30,shallow
Chaetodon_falcula,Chaetodontidae,0,1,1,15,shallow
Chaetodon_fasciatus,Chaetodontidae,0,1,2,25,shallow
Chaetodon_flavirostris,Chaetodontidae,0,1,2,30,shallow
Chaetodon_fremblii,Chaetodontidae,0,1,4,65,shallow
Chaetodon_guentheri,Chaetodontidae,0,1,5,40,shallow
Chaetodon_guttatissimus,Chaetodontidae,0,1,3,30,shallow
Chaetodon_hoefleri,Chaetodontidae,0,1,10,150,shallow
Chaetodon_interruptus,Chaetodontidae,0,1,10,40,shallow
Chaetodon_kleinii,Chaetodontidae,0,1,4,61,shallow
Chaetodon_larvatus,Chaetodontidae,0,1,3,12,shallow
Chaetodon_lineolatus,Chaetodontidae,0,1,2,171,shallow
Chaetodon_lunula,Chaetodontidae,0,1,0,170,shallow
Chaetodon_lunulatus,Chaetodontidae,0,1,3,30,shallow
Chaetodon_madagaskariensis,Chaetodontidae,0,1,10,120,shallow
Chaetodon_melannotus,Chaetodontidae,0,1,2,20,shallow
Chaetodon_mertensii,Chaetodontidae,0,1,10,120,shallow
Chaetodon_meyeri,Chaetodontidae,0,1,2,25,shallow
Chaetodon_miliaris,Chaetodontidae,0,1,0,250,intermediate
Chaetodon_mitratus,Chaetodontidae,0,1,22,80,shallow
Chaetodon_multicinctus,Chaetodontidae,0,1,5,114,shallow
Chaetodon_ocellatus,Chaetodontidae,0,1,0,30,shallow
Chaetodon_ocellicaudus,Chaetodontidae,0,1,3,50,shallow
Chaetodon_octofasciatus,Chaetodontidae,0,1,3,20,shallow
Chaetodon_ornatissimus,Chaetodontidae,0,1,1,36,shallow
Chaetodon_oxycephalus,Chaetodontidae,0,1,10,40,shallow
Chaetodon_paucifasciatus,Chaetodontidae,0,1,4,65,shallow
Chaetodon_pelewensis,Chaetodontidae,0,1,1,30,shallow
Chaetodon_punctatofasciatus,Chaetodontidae,0,1,1,45,shallow
Chaetodon_quadrimaculatus,Chaetodontidae,0,1,2,43,shallow
Chaetodon_rafflesii,Chaetodontidae,0,1,1,15,shallow
Chaetodon_rainfordi,Chaetodontidae,0,1,1,15,shallow
Chaetodon_reticulatus,Chaetodontidae,0,1,1,40,shallow
Chaetodon_robustus,Chaetodontidae,0,1,30,70,shallow
Chaetodon_sedentarius,Chaetodontidae,0,1,5,92,shallow
Chaetodon_selene,Chaetodontidae,0,1,8,50,shallow
Chaetodon_semeion,Chaetodontidae,0,1,2,50,shallow
Chaetodon_semilarvatus,Chaetodontidae,0,1,3,20,shallow
Chaetodon_speculum,Chaetodontidae,0,1,3,30,shallow
Chaetodon_striatus,Chaetodontidae,0,1,3,55,shallow
Chaetodon_tinkeri,Chaetodontidae,0,1,27,180,shallow
Chaetodon_trichrous,Chaetodontidae,0,1,0,25,shallow
Chaetodon_tricinctus,Chaetodontidae,0,1,3,15,shallow
Chaetodon_trifascialis,Chaetodontidae,0,1,2,30,shallow
Chaetodon_ulietensis,Chaetodontidae,0,1,2,30,shallow
Chaetodon_unimaculatus,Chaetodontidae,0,1,1,60,shallow
Chaetodon_vagabundus,Chaetodontidae,0,1,5,30,shallow
Chaetodon_wiebeli,Chaetodontidae,0,1,4,25,shallow
Chaetodon_xanthocephalus,Chaetodontidae,0,1,1,30,shallow
Chaetodon_xanthurus,Chaetodontidae,0,1,6,50,shallow
Chaetodon_zanzibarensis,Chaetodontidae,0,1,3,40,shallow
Chelmon_marginalis,Chaetodontidae,0,1,1,30,shallow
Chelmon_muelleri,Chaetodontidae,0,1,2,10,shallow
Chelmon_rostratus,Chaetodontidae,0,1,1,25,shallow
Chelmonops_curiosus,Chaetodontidae,0,1,51,57,shallow
Coradion_altivelis,Chaetodontidae,0,1,3,30,shallow
Coradion_chrysozonus,Chaetodontidae,0,1,3,60,shallow
Coradion_melanopus,Chaetodontidae,0,1,10,30,shallow
Forcipiger_flavissimus,Chaetodontidae,0,1,2,145,shallow
Forcipiger_longirostris,Chaetodontidae,0,1,3,200,intermediate
Hemitaurichthys_polylepis,Chaetodontidae,0,1,3,60,shallow
Hemitaurichthys_thompsoni,Chaetodontidae,0,1,4,300,intermediate
Hemitaurichthys_zoster,Chaetodontidae,0,1,1,40,shallow
Heniochus_acuminatus,Chaetodontidae,0,1,2,178,shallow
Heniochus_chrysostomus,Chaetodontidae,0,1,2,40,shallow
Heniochus_diphreutes,Chaetodontidae,0,1,5,210,intermediate
Heniochus_monoceros,Chaetodontidae,0,1,2,30,shallow
Heniochus_pleurotaenia,Chaetodontidae,0,1,1,25,shallow
Heniochus_singularius,Chaetodontidae,0,1,2,250,intermediate
Heniochus_varius,Chaetodontidae,0,1,2,30,shallow
Johnrandallia_nigrirostris,Chaetodontidae,0,1,6,40,shallow
Prognathodes_aculeatus,Chaetodontidae,0,1,1,100,shallow
Prognathodes_aya,Chaetodontidae,0,1,20,170,shallow
Prognathodes_falcifer,Chaetodontidae,0,1,10,150,shallow
Prognathodes_marcellae,Chaetodontidae,0,1,12,140,shallow
Chanos_chanos,Chanidae,1,1,1,30,shallow
Chaunacops_coloratus,Chaunacidae,0,1,1250,2000,deep
Chaunax_abei,Chaunacidae,0,1,90,500,intermediate
Chaunax_pictus,Chaunacidae,0,1,200,978,intermediate
Chaunax_stigmaeus,Chaunacidae,0,1,90,730,intermediate
Chaunax_suttkusi,Chaunacidae,0,1,220,1060,deep
Cheilodactylus_ephippium,Cheilodactylidae,0,1,0,250,intermediate
Cheilodactylus_fasciatus,Cheilodactylidae,0,1,1,120,shallow
Cheilodactylus_gibbosus,Cheilodactylidae,0,1,1,20,shallow
Cheilodactylus_plessisi,Cheilodactylidae,0,1,0,22,shallow
Cheilodactylus_spectabilis,Cheilodactylidae,0,1,1,50,shallow
Cheilodactylus_vestitus,Cheilodactylidae,0,1,5,30,shallow
Cheilodactylus_vittatus,Cheilodactylidae,0,1,1,66,shallow
Chirodactylus_brachydactylus,Cheilodactylidae,0,1,0,240,intermediate
Chirodactylus_grandis,Cheilodactylidae,0,1,0,150,shallow
Chirodactylus_jessicalenorum,Cheilodactylidae,0,1,3,20,shallow
Nemadactylus_douglasii,Cheilodactylidae,0,1,0,200,intermediate
Nemadactylus_gayi,Cheilodactylidae,0,1,160,220,intermediate
Nemadactylus_macropterus,Cheilodactylidae,0,1,22,450,intermediate
Nemadactylus_valenciennesi,Cheilodactylidae,0,1,40,240,intermediate
Chiasmodon_niger,Chiasmodontidae,0,1,700,2745,deep
Dysalotus_alcocki,Chiasmodontidae,0,1,0,2100,deep
Kali_indica,Chiasmodontidae,0,1,1000,3300,deep
Kali_kerberti,Chiasmodontidae,0,1,200,4465,deep
Chironemus_marmoratus,Chironemidae,0,1,0,30,shallow
Chilorhinus_platyrhynchus,Chlopsidae,0,1,7,200,intermediate
Kaupichthys_hyoproroides,Chlopsidae,0,1,1,95,shallow
Chlorophthalmus_acutifrons,Chlorophthalmidae,0,1,200,950,intermediate
Chlorophthalmus_agassizi,Chlorophthalmidae,0,1,50,1000,deep
Chlorophthalmus_albatrossis,Chlorophthalmidae,0,1,300,350,intermediate
Chlorophthalmus_corniger,Chlorophthalmidae,0,1,265,458,intermediate
Chlorophthalmus_nigromarginatus,Chlorophthalmidae,0,1,184,285,intermediate
Amblycirrhitus_bimacula,Cirrhitidae,0,1,0,20,shallow
Amblycirrhitus_pinos,Cirrhitidae,0,1,2,46,shallow
Cirrhitichthys_falco,Cirrhitidae,0,1,4,46,shallow
Cirrhitichthys_oxycephalus,Cirrhitidae,0,1,1,40,shallow
Cirrhitus_pinnulatus,Cirrhitidae,0,1,0,23,shallow
Cirrhitus_rivulatus,Cirrhitidae,0,1,5,23,shallow
Itycirrhitus_wilhelmi,Cirrhitidae,0,1,1,55,shallow
Neocirrhites_armatus,Cirrhitidae,0,1,1,10,shallow
Paracirrhites_arcatus,Cirrhitidae,0,1,1,91,shallow
Paracirrhites_forsteri,Cirrhitidae,0,1,1,35,shallow
Paracirrhites_hemistictus,Cirrhitidae,0,1,1,20,shallow
Brachypleura_novaezeelandiae,Citharidae,0,1,18,92,shallow
Citharoides_macrolepis,Citharidae,0,1,182,200,intermediate
Lepidoblepharon_ophthalmolepis,Citharidae,0,1,310,428,intermediate
Blennioclinus_stella,Clinidae,0,1,0,10,shallow
Cancelloxus_longior,Clinidae,0,1,0,10,shallow
Gibbonsia_metzi,Clinidae,0,1,0,9,shallow
Heteroclinus_nasutus,Clinidae,0,1,1,10,shallow
Heteroclinus_wilsoni,Clinidae,0,1,0,20,shallow
Heterostichus_rostratus,Clinidae,0,1,0,40,shallow
Pavoclinus_profundus,Clinidae,0,1,20,40,shallow
Alosa_aestivalis,Clupeidae,1,1,5,55,shallow
Alosa_alosa,Clupeidae,1,1,10,300,intermediate
Alosa_fallax,Clupeidae,1,1,10,300,intermediate
Alosa_immaculata,Clupeidae,1,1,3,90,shallow
Alosa_pseudoharengus,Clupeidae,1,1,5,145,shallow
Alosa_sapidissima,Clupeidae,1,1,0,250,intermediate
Amblygaster_clupeoides,Clupeidae,0,1,0,50,shallow
Anchoa_chamensis,Clupeidae,0,1,0,50,shallow
Anchoa_colonensis,Clupeidae,0,1,0,50,shallow
Anchoa_compressa,Clupeidae,0,1,0,50,shallow
Anchoa_cubana,Clupeidae,0,1,0,60,shallow
Anchoa_delicatissima,Clupeidae,0,1,0,50,shallow
Anchoa_hepsetus,Clupeidae,0,1,1,70,shallow
Anchoa_lamprotaenia,Clupeidae,0,1,0,50,shallow
Anchoa_lyolepis,Clupeidae,0,1,1,54,shallow
Anchoa_mitchilli,Clupeidae,1,1,1,70,shallow
Anchoa_nasus,Clupeidae,0,1,0,142,shallow
Anchoa_panamensis,Clupeidae,0,1,0,50,shallow
Anchoa_parva,Clupeidae,1,1,0,50,shallow
Anchoa_scofieldi,Clupeidae,0,1,0,50,shallow
Anchoa_walkeri,Clupeidae,1,1,0,50,shallow
Anchovia_macrolepidota,Clupeidae,0,1,0,50,shallow
Anchoviella_brevirostris,Clupeidae,0,1,1,50,shallow
Anchoviella_lepidentostole,Clupeidae,1,1,1,50,shallow
Anodontostoma_chacunda,Clupeidae,1,1,0,50,shallow
Brevoortia_patronus,Clupeidae,0,1,0,50,shallow
Brevoortia_smithi,Clupeidae,0,1,0,50,shallow
Brevoortia_tyrannus,Clupeidae,0,1,0,50,shallow
Cetengraulis_mysticetus,Clupeidae,0,1,0,32,shallow
Clupanodon_thrissa,Clupeidae,1,1,0,50,shallow
Clupea_harengus,Clupeidae,0,1,0,364,intermediate
Clupea_pallasii_pallasii,Clupeidae,1,1,0,475,intermediate
Coilia_dussumieri,Clupeidae,1,1,0,50,shallow
Coilia_grayii,Clupeidae,1,1,0,50,shallow
Coilia_nasus,Clupeidae,1,1,0,50,shallow
Coilia_reynaldi,Clupeidae,1,1,0,50,shallow
Dorosoma_cepedianum,Clupeidae,1,1,0,33,shallow
Dorosoma_petenense,Clupeidae,1,1,0,15,shallow
Encrasicholina_devisi,Clupeidae,0,1,1,13,shallow
Encrasicholina_punctifer,Clupeidae,0,1,5,35,shallow
Engraulis_anchoita,Clupeidae,0,1,30,200,intermediate
Engraulis_australis,Clupeidae,0,1,31,70,shallow
Engraulis_encrasicolus,Clupeidae,0,1,0,400,intermediate
Engraulis_eurystole,Clupeidae,0,1,124,282,intermediate
Engraulis_japonicus,Clupeidae,0,1,0,400,intermediate
Engraulis_mordax,Clupeidae,0,1,0,310,intermediate
Engraulis_ringens,Clupeidae,0,1,3,80,shallow
Harengula_clupeola,Clupeidae,0,1,0,50,shallow
Harengula_humeralis,Clupeidae,0,1,0,50,shallow
Harengula_thrissina,Clupeidae,0,1,0,50,shallow
Herklotsichthys_quadrimaculatus,Clupeidae,1,1,1,13,shallow
Herklotsichthys_spilurus,Clupeidae,0,1,0,50,shallow
Hyperlophus_vittatus,Clupeidae,0,1,10,13,shallow
Jenkinsia_lamprotaenia,Clupeidae,0,1,0,50,shallow
Lycengraulis_poeyi,Clupeidae,0,1,0,50,shallow
Nematalosa_nasus,Clupeidae,1,1,0,30,shallow
Opisthonema_medirastre,Clupeidae,0,1,0,50,shallow
Opisthonema_oglinum,Clupeidae,0,1,1,50,shallow
Sardina_pilchardus,Clupeidae,1,1,10,100,shallow
Sardinella_albella,Clupeidae,0,1,0,50,shallow
Sardinella_aurita,Clupeidae,0,1,0,350,intermediate
Sardinella_brasiliensis,Clupeidae,0,1,5,60,shallow
Sardinella_fimbriata,Clupeidae,0,1,0,50,shallow
Sardinella_gibbosa,Clupeidae,0,1,10,70,shallow
Sardinella_hualiensis,Clupeidae,0,1,0,50,shallow
Sardinella_jussieu,Clupeidae,0,1,0,50,shallow
Sardinella_lemuru,Clupeidae,0,1,15,100,shallow
Sardinella_longiceps,Clupeidae,0,1,20,200,intermediate
Sardinella_maderensis,Clupeidae,0,1,0,80,shallow
Sardinella_melanura,Clupeidae,0,1,0,50,shallow
Sardinella_sindensis,Clupeidae,0,1,0,50,shallow
Sardinops_sagax,Clupeidae,0,1,0,200,intermediate
Setipinna_taty,Clupeidae,0,1,0,50,shallow
Setipinna_tenuifilis,Clupeidae,1,1,0,50,shallow
Spratelloides_delicatulus,Clupeidae,0,1,0,50,shallow
Spratelloides_robustus,Clupeidae,0,1,0,50,shallow
Sprattus_sprattus,Clupeidae,0,1,10,150,shallow
Tenualosa_macrura,Clupeidae,1,1,0,50,shallow
Thryssa_hamiltonii,Clupeidae,0,1,10,13,shallow
Thryssa_kammalensis,Clupeidae,0,1,1,20,shallow
Thryssa_mystax,Clupeidae,0,1,0,50,shallow
Thryssa_setirostris,Clupeidae,0,1,1,20,shallow
Thryssa_vitrirostris,Clupeidae,0,1,0,50,shallow
Coloconger_cadenati,Colocongridae,0,1,270,600,intermediate
Congiopodus_leucopaecilus,Congiopodidae,0,1,22,222,intermediate
Congiopodus_spinifer,Congiopodidae,0,1,50,500,intermediate
Ariosoma_anago,Congridae,0,1,2,30,shallow
Ariosoma_balearicum,Congridae,0,1,1,732,intermediate
Ariosoma_scheelei,Congridae,0,1,9,55,shallow
Bassanago_albescens,Congridae,0,1,270,1700,deep
